Reference,Subfamily,Population,Lat,Long,Habitat,Location,N_Temps,T_C,T_K,Birth_Rate,Birth_Source,Fecundity,Fec_Source,Development,Dev_Source,Juv_Mortality,Jmort_Source,Survivorship,Surv_Source,Juv_Duration,Juv_Stages,Juv_Source,Gen_Time,Gen_Source,Adult_Mortality,Amort_Source,Adult_Longevity,Long_Source,R0,R0_Source,r_m,r_m_Source,Notes,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0.000,Calculated,0.03,Table 1,0.016,Calculated,,,0,Figure 2,64,N1_to_Repro,Table 1,62.00,Table 1,0.015,Calculated,68,Figure 2,0.03,Table 1,-0.051,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,0.203,Calculated,11.80,Table 1,0.031,Calculated,0.016,Calculated,0.60,Figure 2,31.8,N1_to_Repro,Table 1,40.62,Table 1,0.017,Calculated,58,Figure 2,11.80,Table 1,0.067,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,0.842,Calculated,36.20,Table 1,0.065,Calculated,0.023,Calculated,0.70,Figure 2,15.4,N1_to_Repro,Table 1,26.43,Table 1,0.023,Calculated,43,Figure 2,36.20,Table 1,0.159,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,1.757,Calculated,50.96,Table 1,0.116,Calculated,0.050,Calculated,0.65,Figure 2,8.6,N1_to_Repro,Table 1,15.14,Table 1,0.034,Calculated,29,Figure 2,50.96,Table 1,0.310,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,2.176,Calculated,39.16,Table 1,0.145,Calculated,0.065,Calculated,0.64,Figure 2,6.9,N1_to_Repro,Table 1,13.05,Table 1,0.056,Calculated,18,Figure 2,39.16,Table 1,0.372,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,,,6.80,Table 1,0.130,Calculated,0.090,Calculated,0.50,Figure 2,7.7,N1_to_Repro,Table 1,9.98,Table 1,,,,,6.80,Table 1,0.207,Table 1,Excluded Adult_Duration = 20.6,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae US Columbia,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,Figure 2,,,,,,,,,,0,Table 1,0,Calculated,"""No young produced""",
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,15,288,1.101,Calculated,134.75,Table 2,0.029,Calculated,0.010,Calculated,0.72,"Table 1, Fig. 3",34.55,Egg_to_Repro,Table 1,122.75,Table 3,0.008,Calculated,122.4,Table 2,58.85,Table 3,0.0376,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,20,293,2.514,Calculated,213.90,Table 2,0.042,Calculated,0.015,Calculated,0.70,"Table 1, Fig. 3",23.80,Egg_to_Repro,Table 1,81.69,Table 3,0.012,Calculated,85.10,Table 2,140.61,Table 3,0.0696,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,25,298,2.548,Calculated,162.20,Table 2,0.057,Calculated,0.037,Calculated,0.53,"Table 1, Fig. 3",17.50,Egg_to_Repro,Table 1,54.97,Table 3,0.016,Calculated,63.65,Table 2,89.60,Table 3,0.0975,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,27.5,300.7,2.699,Calculated,146.58,Table 2,0.074,Calculated,0.097,Calculated,0.27,"Table 1, Fig. 3",13.55,Egg_to_Repro,Table 1,46.62,Table 3,0.018,Calculated,54.31,Table 2,49.94,Table 3,0.0981,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,30,303,1.756,Calculated,85.10,Table 2,0.054,Calculated,0.065,Calculated,0.30,"Table 1, Fig. 3",18.65,Egg_to_Repro,Table 1,46.60,Table 3,0.021,Calculated,48.45,Table 2,25.24,Table 3,0.0754,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,15,288,0.999,Calculated,129.16,Table 2,0.031,Calculated,0.010,Calculated,0.72,"Table 1, Fig. 3",32.49,Egg_to_Repro,Table 1,124.64,Table 3,0.008,Calculated,129.35,Table 2,74.88,Table 3,0.0393,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,20,293,2.337,Calculated,228.25,Table 2,0.044,Calculated,0.031,Calculated,0.49,"Table 1, Fig. 3",22.85,Egg_to_Repro,Table 1,84.50,Table 3,0.010,Calculated,97.65,Table 2,97.05,Table 3,0.0647,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,25,298,2.982,Calculated,146.85,Table 2,0.059,Calculated,0.040,Calculated,0.51,"Table 1, Fig. 3",16.98,Egg_to_Repro,Table 1,49.42,Table 3,0.020,Calculated,49.25,Table 2,72.18,Table 3,0.0969,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,27.5,300.7,3.037,Calculated,138.20,Table 2,0.076,Calculated,0.066,Calculated,0.42,"Table 1, Fig. 3",13.13,Egg_to_Repro,Table 1,43.88,Table 3,0.022,Calculated,45.50,Table 2,59.38,Table 3,0.1040,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum Greece,38.38,23.14,Mediterranean,"Greece, Voiotia",5,30,303,2.244,Calculated,87.05,Table 2,0.057,Calculated,0.083,Calculated,0.24,"Table 1, Fig. 3",17.45,Egg_to_Repro,Table 1,41.97,Table 3,0.026,Calculated,38.80,Table 2,15.02,Table 3,0.0683,Table 3,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,5,278,0,Calculated,0,Table 1,0.018,Calculated,0.012,Calculated,0.98,Table 1,56.4,N1_to_Repro,Table 1,,,,,,,0.00,Calculated,0,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,15,288,2.886,Calculated,92.36,Table 1,0.082,Calculated,0.057,Calculated,1,Table 1,12.2,N1_to_Repro,Table 1,,,0.031,Calculated,32,Figure 1a,54.55,Calculated,0.241,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,17.5,290.7,3.267,Calculated,84.94,Table 1,0.098,Calculated,0.068,Calculated,1,Table 1,10.2,N1_to_Repro,Table 1,,,0.038,Calculated,26,Figure 1a,50.17,Calculated,0.306,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,20,293,3.488,Calculated,83.72,Table 1,0.119,Calculated,0.083,Calculated,1,Table 1,8.4,N1_to_Repro,Table 1,,,0.042,Calculated,24,Figure 1,49.45,Calculated,0.364,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,22.5,295.7,2.838,Calculated,62.44,Table 1,0.137,Calculated,0.095,Calculated,1,Table 1,7.3,N1_to_Repro,Table 1,,,0.045,Calculated,22,Figure 1,36.88,Calculated,0.435,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,25,298,3.528,Calculated,63.5,Table 1,0.147,Calculated,0.102,Calculated,1,Table 1,6.8,N1_to_Repro,Table 1,,,0.056,Calculated,18,Figure 1,37.50,Calculated,0.465,Table 1,,
Siddiqui et al. 1972,Sternorrhyncha,Acyrthosiphon pisum Canada Ottawa,45.38,-75.69,Temperate,"Canada, Carlton University, Ottawa",7,30,303,0,Calculated,0,Table 1,0,Calculated,,,0,Table 1,0,N1_to_Repro,Table 1,,,,,,,0,Calculated,0,Table 1,,
Campbell & Mackauer 1977,Sternorrhyncha,Acyrthosiphon pisum Canada Kamloops,50.72,-120.42,Temperate,"Canada, Canada Agriculture Research Station, Kamloops",5,10.3,283.5,1.744,Calculated,91.2,Table 2,0.035,Calculated,0.024,Calculated,,,28.3,N1_to_Repro,Table 1,42.98,Table 2,0.019,Calculated,52.3,Table 1,91.2,Table 2,0.105,Table 2,,
Campbell & Mackauer 1977,Sternorrhyncha,Acyrthosiphon pisum Canada Kamloops,50.72,-120.42,Temperate,"Canada, Canada Agriculture Research Station, Kamloops",5,14.8,288.0,3.241,Calculated,100.8,Table 2,0.069,Calculated,0.048,Calculated,,,14.5,N1_to_Repro,Table 1,22.50,Table 2,0.032,Calculated,31.1,Table 1,100.8,Table 2,0.205,Table 2,,
Campbell & Mackauer 1977,Sternorrhyncha,Acyrthosiphon pisum Canada Kamloops,50.72,-120.42,Temperate,"Canada, Canada Agriculture Research Station, Kamloops",5,19.7,292.9,4.794,Calculated,93,Table 2,0.111,Calculated,0.077,Calculated,,,9.0,N1_to_Repro,Table 1,13.74,Table 2,0.052,Calculated,19.4,Table 1,93.0,Table 2,0.330,Table 2,,
Campbell & Mackauer 1977,Sternorrhyncha,Acyrthosiphon pisum Canada Kamloops,50.72,-120.42,Temperate,"Canada, Canada Agriculture Research Station, Kamloops",5,26.1,299.3,6.016,Calculated,74.6,Table 2,0.152,Calculated,0.105,Calculated,,,6.6,N1_to_Repro,Table 1,10.27,Table 2,0.081,Calculated,12.4,Table 1,74.6,Table 2,0.420,Table 2,,
Campbell & Mackauer 1977,Sternorrhyncha,Acyrthosiphon pisum Canada Kamloops,50.72,-120.42,Temperate,"Canada, Canada Agriculture Research Station, Kamloops",5,27.8,301.0,4.164,Calculated,48.3,Table 2,0.135,Calculated,0.094,Calculated,,,7.4,N1_to_Repro,Table 1,12.12,Table 2,0.086,Calculated,11.6,Table 1,48.3,Table 2,0.320,Table 2,,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,16,289,0.80,Table 6,23.32,Table 6,0.012,Calculated,0.012,Calculated,0.38,"Tables 4,5",81.4,Eggs_to_Repro,Tables 4-6,81.4,Calculated,0.034,Calculated,29.0,Table 6,11.87,Calculated,0.0304,Calculated,,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,18,291,2.37,Table 6,78.32,Table 6,0.019,Calculated,0.014,Calculated,0.47,"Tables 4,5",52.5,Eggs_to_Repro,Tables 4-6,52.5,Calculated,0.030,Calculated,33.1,Table 6,44.86,Calculated,0.0724,Calculated,Averaged over 4C fluctuations,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,20,293,4.10,Table 6,96.25,Table 6,0.020,Calculated,0.016,Calculated,0.46,"Tables 4,5",49.8,Eggs_to_Repro,Tables 4-6,49.8,Calculated,0.043,Calculated,23.5,Table 6,54.02,Calculated,0.0801,Calculated,,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,22,295,4.28,Table 6,89.52,Table 6,0.028,Calculated,0.019,Calculated,0.51,"Tables 4,5",36.0,Eggs_to_Repro,Tables 4-6,36.0,Calculated,0.048,Calculated,20.9,Table 6,53.29,Calculated,0.1106,Calculated,Averaged over 4C fluctuations,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,24,297,4.81,Table 6,82.25,Table 6,0.029,Calculated,0.030,Calculated,0.35,"Tables 4,5",34.2,Eggs_to_Repro,Tables 4-6,34.2,Calculated,0.058,Calculated,17.1,Table 6,40.40,Calculated,0.1083,Calculated,,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,26,299,5.16,Table 6,78.32,Table 6,0.035,Calculated,0.032,Calculated,0.40,"Tables 4,5",28.7,Eggs_to_Repro,Tables 4-6,28.7,Calculated,0.063,Calculated,15.9,Table 6,41.00,Calculated,0.1293,Calculated,Averaged over 4C fluctuations,
Khattat & Stewart 1977,Heteroptera,Lygus lineolaris Canada MacDonald,45.41,-73.94,Temperate,"Canada, MacDonald Campus of McGill University",7,28,301,5.32,Table 6,57.38,Table 6,0.037,Calculated,0.068,Calculated,0.16,"Tables 4,5",26.7,Eggs_to_Repro,Tables 4-6,26.7,Calculated,0.093,Calculated,10.8,Table 6,20.37,Calculated,0.1127,Calculated,,
