Reference,Subfamily,Species,Lat,Long,Habitat,Location,N_Temps,T_C,T_K,Birth_Rate,Source,Fecundity,Source,Development,Source,Juv_Mortality,Source,Survivorship,Stages,Source,Juv_Duration,Stages,Source,Gen_Time,Stages,Source,Adult_Mortality,Source,Adult_Duration,Sex,Source,R0,Source,r,Source,Notes,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Repro,Figure 2,,,,,,,,,,,,0,Table 1,,,"""No young produced""",
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,0.460,Calculated,6.44,Table 1,0.030,Calculated,0.026,Calculated,0.42,N1_to_Repro,Figure 2,33.2,N1_to_Repro,Table 1,45.99,N1_to_Repro,Table 1,0.071,Calculated,14,Female,Table 2,6.44,Table 1,0.042,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,0.898,Calculated,10.96,Table 1,0.052,Calculated,0.029,Calculated,0.57,N1_to_Repro,Figure 2,19.2,N1_to_Repro,Table 1,31.1,N1_to_Repro,Table 1,0.082,Calculated,12.2,Female,Table 2,10.96,Table 1,0.088,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,0.707,Calculated,10.96,Table 1,0.081,Calculated,0.042,Calculated,0.60,N1_to_Repro,Figure 2,12.3,N1_to_Repro,Table 1,20.95,N1_to_Repro,Table 1,0.065,Calculated,15.5,Female,Table 2,10.96,Table 1,0.134,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,0.194,Calculated,3.53,Table 1,0.096,Calculated,0.067,Calculated,0.50,N1_to_Repro,Figure 2,10.4,N1_to_Repro,Table 1,13.88,N1_to_Repro,Table 1,0.055,Calculated,18.2,Female,Table 2,3.53,Table 1,0.098,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,0.000,Calculated,0.04,Table 1,0.091,Calculated,0.179,Calculated,0.14,N1_to_Repro,Figure 2,11,N1_to_Repro,Table 1,14,N1_to_Repro,Table 1,0.012,Calculated,81,Female,Table 2,0.04,Table 1,-0.203,Table 1,,
DeLoach 1974,Sternorrhyncha,Brevicoryne brassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Repro,Figure 2,,,,,,,,,,,,0,Table 1,,,"""No young produced""",
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0.060,Calculated,1.73,Table 1,0.015,Calculated,0.015,Calculated,0.35,N1_to_Repro,Figure 2,68,N1_to_Repro,Table 1,80,N1_to_Repro,Table 1,0.035,Calculated,28.8,Female,Table 2,1.73,Table 1,0.007,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,1.692,Calculated,14.38,Table 1,0.038,Calculated,0.024,Calculated,0.54,N1_to_Repro,Figure 2,26.2,N1_to_Repro,Table 1,39.25,N1_to_Repro,Table 1,0.118,Calculated,8.5,Female,Table 2,14.38,Table 1,0.074,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,2.959,Calculated,33.14,Table 1,0.072,Calculated,0.018,Calculated,0.78,N1_to_Repro,Figure 2,13.9,N1_to_Repro,Table 1,27.41,N1_to_Repro,Table 1,0.089,Calculated,11.2,Female,Table 2,33.14,Table 1,0.167,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,3.106,Calculated,38.82,Table 1,0.114,Calculated,0.025,Calculated,0.80,N1_to_Repro,Figure 2,8.8,N1_to_Repro,Table 1,18.21,N1_to_Repro,Table 1,0.080,Calculated,12.5,Female,Table 2,38.82,Table 1,0.270,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,1.878,Calculated,26.86,Table 1,0.130,Calculated,0.037,Calculated,0.75,N1_to_Repro,Figure 2,7.7,N1_to_Repro,Table 1,15.35,N1_to_Repro,Table 1,0.070,Calculated,14.3,Female,Table 2,26.86,Table 1,0.277,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,0.000,Calculated,0.03,Table 1,0.109,Calculated,0.138,Calculated,0.28,N1_to_Repro,Figure 2,9.2,N1_to_Repro,Table 1,10.86,N1_to_Repro,Table 1,0.016,Calculated,64.1,Female,Table 2,0.03,Table 1,-0.119,Table 1,,
DeLoach 1974,Sternorrhyncha,Myzus persicae USA,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Repro,Figure 2,,,,,,,,,,,,0,Table 1,,,"""No young produced""",
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,5,278,0.000,Calculated,0.03,Table 1,0.016,Calculated,,,0,N1_to_Repro,Figure 2,64,N1_to_Repro,Table 1,62,N1_to_Repro,Table 1,0.015,Calculated,65.1,Female,Table 2,0.03,Table 1,-0.051,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,10,283,1.157,Calculated,11.80,Table 1,0.031,Calculated,0.014,Calculated,0.65,N1_to_Repro,Figure 2,31.8,N1_to_Repro,Table 1,40.62,N1_to_Repro,Table 1,0.098,Calculated,10.2,Female,Table 2,11.80,Table 1,0.067,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,15,288,3.620,Calculated,36.20,Table 1,0.065,Calculated,0.023,Calculated,0.70,N1_to_Repro,Figure 2,15.4,N1_to_Repro,Table 1,26.43,N1_to_Repro,Table 1,0.100,Calculated,10,Female,Table 2,36.20,Table 1,0.159,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,20,293,6.291,Calculated,50.96,Table 1,0.116,Calculated,0.038,Calculated,0.72,N1_to_Repro,Figure 2,8.6,N1_to_Repro,Table 1,15.14,N1_to_Repro,Table 1,0.123,Calculated,8.1,Female,Table 2,50.96,Table 1,0.310,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,25,298,3.660,Calculated,39.16,Table 1,0.145,Calculated,0.065,Calculated,0.64,N1_to_Repro,Figure 2,6.9,N1_to_Repro,Table 1,13.05,N1_to_Repro,Table 1,0.093,Calculated,10.7,Female,Table 2,39.16,Table 1,0.372,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,30,303,0.330,Calculated,6.80,Table 1,0.130,Calculated,0.066,Calculated,0.6,N1_to_Repro,Figure 2,7.7,N1_to_Repro,Table 1,9.98,N1_to_Repro,Table 1,0.049,Calculated,20.6,Female,Table 2,6.80,Table 1,0.207,Table 1,,
DeLoach 1974,Sternorrhyncha,Hyadaphis pseudobrassicae,38.93,-92.34,Temperate,"USA, Columbia, MO, on field cabbage or turnip",7,35,308,0,Calculated,0,Table 1,0,Calculated,,,0,N1_to_Repro,Figure 2,,,,,,,,,,,,0,Table 1,0,Calculated,"""No young produced""",
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae,38.38,23.14,Mediterranean,"Greece, Voiotia",5,15,288,1.101,Calculated,134.75,Table 2,0.029,Calculated,0.010,Calculated,0.72,Eggs_to_Repro,"Table 1, Fig. 3",34.55,Egg_to_Repro,Table 1,122.75,Egg_to_Repro,Table 3,0.008,Calculated,122.4,Female,Table 2,58.85,Table 3,0.0376,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae,38.38,23.14,Mediterranean,"Greece, Voiotia",5,20,293,2.514,Calculated,213.90,Table 2,0.042,Calculated,0.015,Calculated,0.70,Eggs_to_Repro,"Table 1, Fig. 3",23.80,Egg_to_Repro,Table 1,81.69,Egg_to_Repro,Table 3,0.012,Calculated,85.10,Female,Table 2,140.61,Table 3,0.0696,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae,38.38,23.14,Mediterranean,"Greece, Voiotia",5,25,298,2.548,Calculated,162.20,Table 2,0.057,Calculated,0.037,Calculated,0.53,Eggs_to_Repro,"Table 1, Fig. 3",17.50,Egg_to_Repro,Table 1,54.97,Egg_to_Repro,Table 3,0.016,Calculated,63.65,Female,Table 2,89.60,Table 3,0.0975,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae,38.38,23.14,Mediterranean,"Greece, Voiotia",5,27.5,300.7,2.699,Calculated,146.58,Table 2,0.074,Calculated,0.097,Calculated,0.27,Eggs_to_Repro,"Table 1, Fig. 3",13.55,Egg_to_Repro,Table 1,46.62,Egg_to_Repro,Table 3,0.018,Calculated,54.31,Female,Table 2,49.94,Table 3,0.0981,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Myzus persicae,38.38,23.14,Mediterranean,"Greece, Voiotia",5,30,303,1.756,Calculated,85.10,Table 2,0.054,Calculated,0.065,Calculated,0.30,Eggs_to_Repro,"Table 1, Fig. 3",18.65,Egg_to_Repro,Table 1,46.60,Egg_to_Repro,Table 3,0.021,Calculated,48.45,Female,Table 2,25.24,Table 3,0.0754,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum,38.38,23.14,Mediterranean,"Greece, Voiotia",5,15,288,0.999,Calculated,129.16,Table 2,0.031,Calculated,0.010,Calculated,0.72,Eggs_to_Repro,"Table 1, Fig. 3",32.49,Egg_to_Repro,Table 1,124.64,Egg_to_Repro,Table 3,0.008,Calculated,129.35,Female,Table 2,74.88,Table 3,0.0393,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum,38.38,23.14,Mediterranean,"Greece, Voiotia",5,20,293,2.337,Calculated,228.25,Table 2,0.044,Calculated,0.031,Calculated,0.49,Eggs_to_Repro,"Table 1, Fig. 3",22.85,Egg_to_Repro,Table 1,84.50,Egg_to_Repro,Table 3,0.010,Calculated,97.65,Female,Table 2,97.05,Table 3,0.0647,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum,38.38,23.14,Mediterranean,"Greece, Voiotia",5,25,298,2.982,Calculated,146.85,Table 2,0.059,Calculated,0.040,Calculated,0.51,Eggs_to_Repro,"Table 1, Fig. 3",16.98,Egg_to_Repro,Table 1,49.42,Egg_to_Repro,Table 3,0.020,Calculated,49.25,Female,Table 2,72.18,Table 3,0.0969,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum,38.38,23.14,Mediterranean,"Greece, Voiotia",5,27.5,300.7,3.037,Calculated,138.20,Table 2,0.076,Calculated,0.066,Calculated,0.42,Eggs_to_Repro,"Table 1, Fig. 3",13.13,Egg_to_Repro,Table 1,43.88,Egg_to_Repro,Table 3,0.022,Calculated,45.50,Female,Table 2,59.38,Table 3,0.1040,Table 3,,
Perdikis & Lykouressis 2002,Heteroptera,Macrolophus pygmaeus on Trialeurodes vaporariorum,38.38,23.14,Mediterranean,"Greece, Voiotia",5,30,303,2.244,Calculated,87.05,Table 2,0.057,Calculated,0.083,Calculated,0.24,Eggs_to_Repro,"Table 1, Fig. 3",17.45,Egg_to_Repro,Table 1,41.97,Egg_to_Repro,Table 3,0.026,Calculated,38.80,Female,Table 2,15.02,Table 3,0.0683,Table 3,,
